Number,Measure,Preamble,Question,Options,ReverseCoded,id,Scoring,Part1,Part2
319,CFC,"For each of the statements below, please indicate whether or not the statement is characteristic of you. Use the options in the middle if you fall between the endpoints.","I only act to satisfy immediate concerns, figuring the future will take care of itself.",Extremely uncharacteristic; Somewhat uncharacteristic; Uncertain; Somewhat characteristic; Extremely characteristic,1,cfc.3,1;2;3;4;5,0,1
320,CFC,"For each of the statements below, please indicate whether or not the statement is characteristic of you. Use the options in the middle if you fall between the endpoints.","My behavior is only influenced by the immediate (i.e., a matter of days or weeks) outcomes of my actions.",Extremely uncharacteristic; Somewhat uncharacteristic; Uncertain; Somewhat characteristic; Extremely characteristic,1,cfc.4,1;2;3;4;5,0,1
321,CFC,"For each of the statements below, please indicate whether or not the statement is characteristic of you. Use the options in the middle if you fall between the endpoints.",My convenience is a big factor in the decisions I make or the actions I take.,Extremely uncharacteristic; Somewhat uncharacteristic; Uncertain; Somewhat characteristic; Extremely characteristic,1,cfc.5,1;2;3;4;5,0,1
322,CFC,"For each of the statements below, please indicate whether or not the statement is characteristic of you. Use the options in the middle if you fall between the endpoints.",I am willing to sacrifice my immediate happiness or well-being in order to achieve future outcomes.,Extremely uncharacteristic; Somewhat uncharacteristic; Uncertain; Somewhat characteristic; Extremely characteristic,0,cfc.6,1;2;3;4;5,0,1
323,CFC,"For each of the statements below, please indicate whether or not the statement is characteristic of you. Use the options in the middle if you fall between the endpoints.",I think it is important to take warnings about negative outcomes seriously even if the negative outcome will not occur for many years.,Extremely uncharacteristic; Somewhat uncharacteristic; Uncertain; Somewhat characteristic; Extremely characteristic,0,cfc.7,1;2;3;4;5,0,1
324,CFC,"For each of the statements below, please indicate whether or not the statement is characteristic of you. Use the options in the middle if you fall between the endpoints.",I think it is more important to perform a behavior with important distant consequences than a behavior with less-important immediate consequences.,Extremely uncharacteristic; Somewhat uncharacteristic; Uncertain; Somewhat characteristic; Extremely characteristic,0,cfc.8,1;2;3;4;5,0,1
325,CFC,"For each of the statements below, please indicate whether or not the statement is characteristic of you. Use the options in the middle if you fall between the endpoints.",I generally ignore warnings about possible future problems because I think the problems will be resolved before they reach crisis level.,Extremely uncharacteristic; Somewhat uncharacteristic; Uncertain; Somewhat characteristic; Extremely characteristic,1,cfc.9,1;2;3;4;5,0,1
326,CFC,"For each of the statements below, please indicate whether or not the statement is characteristic of you. Use the options in the middle if you fall between the endpoints.",I think that sacrificing now is usually unnecessary since future outcomes can be dealt with at a later time.,Extremely uncharacteristic; Somewhat uncharacteristic; Uncertain; Somewhat characteristic; Extremely characteristic,1,cfc.10,1;2;3;4;5,0,1
327,CFC,"For each of the statements below, please indicate whether or not the statement is characteristic of you. Use the options in the middle if you fall between the endpoints.","I only act to satisfy immediate concerns, figuring that I will take care of future problems that may occur at a later date.",Extremely uncharacteristic; Somewhat uncharacteristic; Uncertain; Somewhat characteristic; Extremely characteristic,1,cfc.11,1;2;3;4;5,0,1
328,CFC,"For each of the statements below, please indicate whether or not the statement is characteristic of you. Use the options in the middle if you fall between the endpoints.","Since my day to day work has specific outcomes, it is more important to me than behavior that has distant outcomes.",Extremely uncharacteristic; Somewhat uncharacteristic; Uncertain; Somewhat characteristic; Extremely characteristic,1,cfc.12,1;2;3;4;5,0,1
329,IQ,Please read each question carefully and answer as best as you can.,What number is one fifth of one fourth of one ninth of 900?,2;3;4;5;6;7,0,iq.1,5,1,0
330,IQ,Please read each question carefully and answer as best as you can.,Zach is taller than Matt and Richard is shorter than Zach. Which of the following statements would be the most accurate?,Richard is taller than Matt; Richard is shorter than Matt; Richard is as tall as Matt ;It's impossible to tell,0,iq.2,It's impossible to tell,1,0
331,IQ,Please read each question carefully and answer as best as you can.,"Joshua is 12 years old and his sister is three times as old as he. When Joshua is 23 years old, how old will his sister be?",25 ;39; 44; 47 ;53; 57,0,iq.3,47,1,0
332,IQ,Please read each question carefully and answer as best as you can.,If the day after tomorrow is two days before Thursday then what day is it today?,Friday;Monday;Wednesday; Saturday;Tuesday;Sunday,0,iq.4,Sunday,1,0
333,IQ,Please read each question carefully and answer as best as you can.,"In the following alphanumeric series, what letter comes next? K N P S U",S;T;U; V;W;X,0,iq.5,X,1,0
334,IQ,Please read each question carefully and answer as best as you can.,"In the following alphanumeric series, what letter comes next? V Q M J H",E;F;G;H;I;J,0,iq.6,G,1,0
335,IQ,Please read each question carefully and answer as best as you can.,"In the following alphanumeric series, what letter comes next? I J L O S",T;U;V;X;Y;Z,0,iq.7,X,1,0
336,IQ,Please read each question carefully and answer as best as you can.,"In the following alphanumeric series, what letter comes next? Q S N P L",J;H;I;N;M;L,0,iq.8,N,1,0
337,IQ,Please read each question carefully and answer as best as you can.,"\begin{figure}[h!]   \centering   \includegraphics[scale=.5]{supporting_files/mx45_q} \end{figure}
\begin{figure}[h!]   \centering   \includegraphics[scale=.5]{supporting_files/mx45_a} \end{figure}
Which figure fits into the missing slot?",A;B;C;D;E;F,0,iq.9,E,1,0
338,IQ,Please read each question carefully and answer as best as you can.,"\begin{figure}[h!]   \centering   \includegraphics[scale=.5]{supporting_files/mx46_q} \end{figure}
\begin{figure}[h!]   \centering   \includegraphics[scale=.5]{supporting_files/mx46_a} \end{figure}
Which figure fits into the missing slot?",A;B;C;D;E;F,0,iq.10,B,1,0
339,IQ,Please read each question carefully and answer as best as you can.,"\begin{figure}[h!]   \centering   \includegraphics[scale=.5]{supporting_files/mx47_q} \end{figure}
\begin{figure}[h!]   \centering   \includegraphics[scale=.5]{supporting_files/mx47_a} \end{figure}
Which figure fits into the missing slot?",A;B;C;D;E;F,0,iq.11,B,1,0
340,IQ,Please read each question carefully and answer as best as you can.,"\begin{figure}[h!]   \centering   \includegraphics[scale=.5]{supporting_files/mx55_q} \end{figure}
\begin{figure}[h!]   \centering   \includegraphics[scale=.5]{supporting_files/mx55_a} \end{figure}
Which figure fits into the missing slot?",A;B;C;D;E;F,0,iq.12,D,1,0
341,IQ,Please read each question carefully and answer as best as you can.,All the cubes below have a different image on each side. Select the choice that represents a rotation of the cube labeled X.<br> \begin{figure}[h!]   \centering   \includegraphics[scale=.5]{supporting_files/rsd3_q} \end{figure},A;B;C;D;E;F;G;H,0,iq.13,C,1,0
342,IQ,Please read each question carefully and answer as best as you can.,All the cubes below have a different image on each side. Select the choice that represents a rotation of the cube labeled X.<br> \begin{figure}[h!]   \centering   \includegraphics[scale=.5]{supporting_files/rsd4_q} \end{figure},A;B;C;D;E;F;G;H,0,iq.14,B,1,0
343,IQ,Please read each question carefully and answer as best as you can.,All the cubes below have a different image on each side. Select the choice that represents a rotation of the cube labeled X.<br> \begin{figure}[h!]   \centering   \includegraphics[scale=.5]{supporting_files/rsd6_q} \end{figure},A;B;C;D;E;F;G;H,0,iq.15,F,1,0
344,IQ,Please read each question carefully and answer as best as you can.,All the cubes below have a different image on each side. Select the choice that represents a rotation of the cube labeled X.<br> \begin{figure}[h!]   \centering   \includegraphics[scale=.5]{supporting_files/rsd8_q} \end{figure},A;B;C;D;E;F;G;H,0,iq.16,G,1,0
345,premeditation,Below are a number of statements that describe ways in which people act and think. Be sure to indicate your agreement or disagreement for every statement below.,I have a reserved and cautious attitude toward life.,Agree Strongly;Agree Some;Disagree Some;Disagree Strongly,0,uppsp.1,1;2;3;4,0,1
346,negative-urgency,Below are a number of statements that describe ways in which people act and think. Be sure to indicate your agreement or disagreement for every statement below.,I have trouble controlling my impulses.,Agree Strongly;Agree Some;Disagree Some;Disagree Strongly,1,uppsp.2,1;2;3;4,0,1
347,sensation-seeking,Below are a number of statements that describe ways in which people act and think. Be sure to indicate your agreement or disagreement for every statement below.,I generally seek new and exciting experiences and sensations.,Agree Strongly;Agree Some;Disagree Some;Disagree Strongly,1,uppsp.3,1;2;3;4,0,1
348,perseverance,Below are a number of statements that describe ways in which people act and think. Be sure to indicate your agreement or disagreement for every statement below.,I generally like to see things through to the end.,Agree Strongly;Agree Some;Disagree Some;Disagree Strongly,0,uppsp.4,1;2;3;4,0,1
349,positive-urgency,Below are a number of statements that describe ways in which people act and think. Be sure to indicate your agreement or disagreement for every statement below.,"When I am very happy, I can't seem to stop myself from doing things that can have bad consequences.",Agree Strongly;Agree Some;Disagree Some;Disagree Strongly,1,uppsp.5,1;2;3;4,0,1
350,premeditation,Below are a number of statements that describe ways in which people act and think. Be sure to indicate your agreement or disagreement for every statement below.,My thinking is usually careful and purposeful.,Agree Strongly;Agree Some;Disagree Some;Disagree Strongly,0,uppsp.6,1;2;3;4,0,1
351,negative-urgency,Below are a number of statements that describe ways in which people act and think. Be sure to indicate your agreement or disagreement for every statement below.,"I have trouble resisting my cravings (for food, cigarettes, etc.).",Agree Strongly;Agree Some;Disagree Some;Disagree Strongly,1,uppsp.7,1;2;3;4,0,1
352,sensation-seeking,Below are a number of statements that describe ways in which people act and think. Be sure to indicate your agreement or disagreement for every statement below.,I'll try anything once.,Agree Strongly;Agree Some;Disagree Some;Disagree Strongly,1,uppsp.8,1;2;3;4,0,1
353,perseverance,Below are a number of statements that describe ways in which people act and think. Be sure to indicate your agreement or disagreement for every statement below.,I tend to give up easily.,Agree Strongly;Agree Some;Disagree Some;Disagree Strongly,1,uppsp.9,1;2;3;4,0,1
354,positive-urgency,Below are a number of statements that describe ways in which people act and think. Be sure to indicate your agreement or disagreement for every statement below.,"When I am in great mood, I tend to get into situations that could cause me problems.",Agree Strongly;Agree Some;Disagree Some;Disagree Strongly,1,uppsp.10,1;2;3;4,0,1
355,premeditation,Below are a number of statements that describe ways in which people act and think. Be sure to indicate your agreement or disagreement for every statement below.,I am not one of those people who blurt out things without thinking.,Agree Strongly;Agree Some;Disagree Some;Disagree Strongly,0,uppsp.11,1;2;3;4,0,1
356,negative-urgency,Below are a number of statements that describe ways in which people act and think. Be sure to indicate your agreement or disagreement for every statement below.,I often get involved in things I later wish I could get out of.,Agree Strongly;Agree Some;Disagree Some;Disagree Strongly,1,uppsp.12,1;2;3;4,0,1
357,sensation-seeking,Below are a number of statements that describe ways in which people act and think. Be sure to indicate your agreement or disagreement for every statement below.,I like sports and games in which you have to choose your next move very quickly.,Agree Strongly;Agree Some;Disagree Some;Disagree Strongly,1,uppsp.13,1;2;3;4,0,1
358,perseverance,Below are a number of statements that describe ways in which people act and think. Be sure to indicate your agreement or disagreement for every statement below.,Unfinished tasks really bother me.,Agree Strongly;Agree Some;Disagree Some;Disagree Strongly,0,uppsp.14,1;2;3;4,0,1
359,positive-urgency,Below are a number of statements that describe ways in which people act and think. Be sure to indicate your agreement or disagreement for every statement below.,"When I am very happy, I tend to do things that may cause problems in my life.",Agree Strongly;Agree Some;Disagree Some;Disagree Strongly,1,uppsp.15,1;2;3;4,0,1
360,premeditation,Below are a number of statements that describe ways in which people act and think. Be sure to indicate your agreement or disagreement for every statement below.,I like to stop and think things over before I do them.,Agree Strongly;Agree Some;Disagree Some;Disagree Strongly,0,uppsp.16,1;2;3;4,0,1
361,negative-urgency,Below are a number of statements that describe ways in which people act and think. Be sure to indicate your agreement or disagreement for every statement below.,"When I feel bad, I will often do things I later regret in order to make myself feel better now.",Agree Strongly;Agree Some;Disagree Some;Disagree Strongly,1,uppsp.17,1;2;3;4,0,1
362,sensation-seeking,Below are a number of statements that describe ways in which people act and think. Be sure to indicate your agreement or disagreement for every statement below.,I would enjoy water skiing.,Agree Strongly;Agree Some;Disagree Some;Disagree Strongly,1,uppsp.18,1;2;3;4,0,1
363,perseverance,Below are a number of statements that describe ways in which people act and think. Be sure to indicate your agreement or disagreement for every statement below.,Once I get going on something I hate to stop.,Agree Strongly;Agree Some;Disagree Some;Disagree Strongly,0,uppsp.19,1;2;3;4,0,1
364,positive-urgency,Below are a number of statements that describe ways in which people act and think. Be sure to indicate your agreement or disagreement for every statement below.,I tend to lose control when I am in a great mood.,Agree Strongly;Agree Some;Disagree Some;Disagree Strongly,1,uppsp.20,1;2;3;4,0,1
365,premeditation,Below are a number of statements that describe ways in which people act and think. Be sure to indicate your agreement or disagreement for every statement below.,I don't like to start a project until I know exactly how to proceed.,Agree Strongly;Agree Some;Disagree Some;Disagree Strongly,0,uppsp.21,1;2;3;4,0,1
366,negative-urgency,Below are a number of statements that describe ways in which people act and think. Be sure to indicate your agreement or disagreement for every statement below.,"Sometimes when I feel bad, I can't seem to stop what I am doing even though it is making me feel worse.",Agree Strongly;Agree Some;Disagree Some;Disagree Strongly,1,uppsp.22,1;2;3;4,0,1
367,sensation-seeking,Below are a number of statements that describe ways in which people act and think. Be sure to indicate your agreement or disagreement for every statement below.,I quite enjoy taking risks.,Agree Strongly;Agree Some;Disagree Some;Disagree Strongly,1,uppsp.23,1;2;3;4,0,1
368,perseverance,Below are a number of statements that describe ways in which people act and think. Be sure to indicate your agreement or disagreement for every statement below.,I concentrate easily.,Agree Strongly;Agree Some;Disagree Some;Disagree Strongly,0,uppsp.24,1;2;3;4,0,1
369,positive-urgency,Below are a number of statements that describe ways in which people act and think. Be sure to indicate your agreement or disagreement for every statement below.,"When I am really ecstatic, I tend to get out of control.",Agree Strongly;Agree Some;Disagree Some;Disagree Strongly,1,uppsp.25,1;2;3;4,0,1
370,sensation-seeking,Below are a number of statements that describe ways in which people act and think. Be sure to indicate your agreement or disagreement for every statement below.,I would enjoy parachute jumping.,Agree Strongly;Agree Some;Disagree Some;Disagree Strongly,1,uppsp.26,1;2;3;4,0,1
371,perseverance,Below are a number of statements that describe ways in which people act and think. Be sure to indicate your agreement or disagreement for every statement below.,I finish what I start.,Agree Strongly;Agree Some;Disagree Some;Disagree Strongly,0,uppsp.27,1;2;3;4,0,1
372,premeditation,Below are a number of statements that describe ways in which people act and think. Be sure to indicate your agreement or disagreement for every statement below.,"I tend to value and follow a rational, sensible approach to things.",Agree Strongly;Agree Some;Disagree Some;Disagree Strongly,0,uppsp.28,1;2;3;4,0,1
373,negative-urgency,Below are a number of statements that describe ways in which people act and think. Be sure to indicate your agreement or disagreement for every statement below.,When I am upset I often act without thinking.,Agree Strongly;Agree Some;Disagree Some;Disagree Strongly,1,uppsp.29,1;2;3;4,0,1
374,catch,Below are a number of statements that describe ways in which people act and think. Be sure to indicate your agreement or disagreement for every statement below.,"If you're paying attention please select ``Disagree Some"".",Agree Strongly;Agree Some;Disagree Some;Disagree Strongly,0,catch.1,0;0;1;0,0,1
375,positive-urgency,Below are a number of statements that describe ways in which people act and think. Be sure to indicate your agreement or disagreement for every statement below.,Others would say I make bad choices when I am extremely happy about something.,Agree Strongly;Agree Some;Disagree Some;Disagree Strongly,1,uppsp.30,1;2;3;4,0,1
376,sensation-seeking,Below are a number of statements that describe ways in which people act and think. Be sure to indicate your agreement or disagreement for every statement below.,"I welcome new and exciting experiences and sensations, even if they are a little frightening and unconventional.",Agree Strongly;Agree Some;Disagree Some;Disagree Strongly,1,uppsp.31,1;2;3;4,0,1
377,perseverance,Below are a number of statements that describe ways in which people act and think. Be sure to indicate your agreement or disagreement for every statement below.,I am able to pace myself so as to get things done on time.,Agree Strongly;Agree Some;Disagree Some;Disagree Strongly,0,uppsp.32,1;2;3;4,0,1
378,premeditation,Below are a number of statements that describe ways in which people act and think. Be sure to indicate your agreement or disagreement for every statement below.,I usually make up my mind through careful reasoning.,Agree Strongly;Agree Some;Disagree Some;Disagree Strongly,0,uppsp.33,1;2;3;4,0,1
379,negative-urgency,Below are a number of statements that describe ways in which people act and think. Be sure to indicate your agreement or disagreement for every statement below.,"When I feel rejected, I will often say things that I later regret.",Agree Strongly;Agree Some;Disagree Some;Disagree Strongly,1,uppsp.34,1;2;3;4,0,1
380,positive-urgency,Below are a number of statements that describe ways in which people act and think. Be sure to indicate your agreement or disagreement for every statement below.,Others are shocked or worried about the things I do when I am feeling very excited.,Agree Strongly;Agree Some;Disagree Some;Disagree Strongly,1,uppsp.35,1;2;3;4,0,1
381,sensation-seeking,Below are a number of statements that describe ways in which people act and think. Be sure to indicate your agreement or disagreement for every statement below.,I would like to learn to fly an airplane.,Agree Strongly;Agree Some;Disagree Some;Disagree Strongly,1,uppsp.36,1;2;3;4,0,1
382,perseverance,Below are a number of statements that describe ways in which people act and think. Be sure to indicate your agreement or disagreement for every statement below.,I am a person who always gets the job done.,Agree Strongly;Agree Some;Disagree Some;Disagree Strongly,0,uppsp.37,1;2;3;4,0,1
383,premeditation,Below are a number of statements that describe ways in which people act and think. Be sure to indicate your agreement or disagreement for every statement below.,I am a cautious person.,Agree Strongly;Agree Some;Disagree Some;Disagree Strongly,0,uppsp.38,1;2;3;4,0,1
384,negative-urgency,Below are a number of statements that describe ways in which people act and think. Be sure to indicate your agreement or disagreement for every statement below.,It is hard for me to resist acting on my feelings.,Agree Strongly;Agree Some;Disagree Some;Disagree Strongly,1,uppsp.39,1;2;3;4,0,1
385,positive-urgency,Below are a number of statements that describe ways in which people act and think. Be sure to indicate your agreement or disagreement for every statement below.,"When I get really happy about something, I tend to do things that can have bad consequences.",Agree Strongly;Agree Some;Disagree Some;Disagree Strongly,1,uppsp.40,1;2;3;4,0,1
386,sensation-seeking,Below are a number of statements that describe ways in which people act and think. Be sure to indicate your agreement or disagreement for every statement below.,I sometimes like doing things that are a bit frightening.,Agree Strongly;Agree Some;Disagree Some;Disagree Strongly,1,uppsp.41,1;2;3;4,0,1
387,perseverance,Below are a number of statements that describe ways in which people act and think. Be sure to indicate your agreement or disagreement for every statement below.,I almost always finish projects that I start.,Agree Strongly;Agree Some;Disagree Some;Disagree Strongly,0,uppsp.42,1;2;3;4,0,1
388,premeditation,Below are a number of statements that describe ways in which people act and think. Be sure to indicate your agreement or disagreement for every statement below.,Before I get into a new situation I like to find out what to expect from it.,Agree Strongly;Agree Some;Disagree Some;Disagree Strongly,0,uppsp.43,1;2;3;4,0,1
389,negative-urgency,Below are a number of statements that describe ways in which people act and think. Be sure to indicate your agreement or disagreement for every statement below.,I often make matters worse because I act without thinking when I am upset.,Agree Strongly;Agree Some;Disagree Some;Disagree Strongly,1,uppsp.44,1;2;3;4,0,1
390,positive-urgency,Below are a number of statements that describe ways in which people act and think. Be sure to indicate your agreement or disagreement for every statement below.,"When overjoyed, I feel like I can't stop myself from going overboard.",Agree Strongly;Agree Some;Disagree Some;Disagree Strongly,1,uppsp.45,1;2;3;4,0,1
391,sensation-seeking,Below are a number of statements that describe ways in which people act and think. Be sure to indicate your agreement or disagreement for every statement below.,I would enjoy the sensation of skiing very fast down a high mountain slope.,Agree Strongly;Agree Some;Disagree Some;Disagree Strongly,1,uppsp.46,1;2;3;4,0,1
392,perseverance,Below are a number of statements that describe ways in which people act and think. Be sure to indicate your agreement or disagreement for every statement below.,Sometimes there are so many little things to be done that I just ignore them all.,Agree Strongly;Agree Some;Disagree Some;Disagree Strongly,1,uppsp.47,1;2;3;4,0,1
393,premeditation,Below are a number of statements that describe ways in which people act and think. Be sure to indicate your agreement or disagreement for every statement below.,I usually think carefully before doing anything.,Agree Strongly;Agree Some;Disagree Some;Disagree Strongly,0,uppsp.48,1;2;3;4,0,1
394,positive-urgency,Below are a number of statements that describe ways in which people act and think. Be sure to indicate your agreement or disagreement for every statement below.,"When I am really excited, I tend not to think of the consequences of my actions.",Agree Strongly;Agree Some;Disagree Some;Disagree Strongly,1,uppsp.49,1;2;3;4,0,1
395,negative-urgency,Below are a number of statements that describe ways in which people act and think. Be sure to indicate your agreement or disagreement for every statement below.,"In the heat of an argument, I will often say things that I later regret.",Agree Strongly;Agree Some;Disagree Some;Disagree Strongly,1,uppsp.50,1;2;3;4,0,1
396,sensation-seeking,Below are a number of statements that describe ways in which people act and think. Be sure to indicate your agreement or disagreement for every statement below.,I would like to go scuba diving.,Agree Strongly;Agree Some;Disagree Some;Disagree Strongly,1,uppsp.51,1;2;3;4,0,1
397,positive-urgency,Below are a number of statements that describe ways in which people act and think. Be sure to indicate your agreement or disagreement for every statement below.,I tend to act without thinking when I am really excited.,Agree Strongly;Agree Some;Disagree Some;Disagree Strongly,1,uppsp.52,1;2;3;4,0,1
398,negative-urgency,Below are a number of statements that describe ways in which people act and think. Be sure to indicate your agreement or disagreement for every statement below.,I always keep my feelings under control.,Agree Strongly;Agree Some;Disagree Some;Disagree Strongly,0,uppsp.53,1;2;3;4,0,1
399,positive-urgency,Below are a number of statements that describe ways in which people act and think. Be sure to indicate your agreement or disagreement for every statement below.,"When I am really happy, I often find myself in situations that I normally wouldn't be comfortable with.",Agree Strongly;Agree Some;Disagree Some;Disagree Strongly,1,uppsp.54,1;2;3;4,0,1
400,premeditation,Below are a number of statements that describe ways in which people act and think. Be sure to indicate your agreement or disagreement for every statement below.,"Before making up my mind, I consider all the advantages and disadvantages.",Agree Strongly;Agree Some;Disagree Some;Disagree Strongly,0,uppsp.55,1;2;3;4,0,1
401,sensation-seeking,Below are a number of statements that describe ways in which people act and think. Be sure to indicate your agreement or disagreement for every statement below.,I would enjoy fast driving.,Agree Strongly;Agree Some;Disagree Some;Disagree Strongly,1,uppsp.56,1;2;3;4,0,1
402,positive-urgency,Below are a number of statements that describe ways in which people act and think. Be sure to indicate your agreement or disagreement for every statement below.,"When I am very happy, I feel like it is ok to give in to cravings or overindulge.",Agree Strongly;Agree Some;Disagree Some;Disagree Strongly,1,uppsp.57,1;2;3;4,0,1
403,negative-urgency,Below are a number of statements that describe ways in which people act and think. Be sure to indicate your agreement or disagreement for every statement below.,Sometimes I do impulsive things that I later regret.,Agree Strongly;Agree Some;Disagree Some;Disagree Strongly,1,uppsp.58,1;2;3;4,0,1
404,positive-urgency,Below are a number of statements that describe ways in which people act and think. Be sure to indicate your agreement or disagreement for every statement below.,I am surprised at the things I do while in a great mood.,Agree Strongly;Agree Some;Disagree Some;Disagree Strongly,1,uppsp.59,1;2;3;4,0,1
405,FTP,Read each item and answer the question: ``How true is this of you?',Many opportunities await me in the future.,Very untrue: 1;2;3;4;5;6;Very true: 7,0,ftp.1,1;2;3;4;5;6;7,1,0
406,FTP,Read each item and answer the question: ``How true is this of you?',I expect that I will set many new goals in the future.,Very untrue: 1;2;3;4;5;6;Very true: 7,0,ftp.2,1;2;3;4;5;6;7,1,0
407,FTP,Read each item and answer the question: ``How true is this of you?',My future is filled with possibilities.,Very untrue: 1;2;3;4;5;6;Very true: 7,0,ftp.3,1;2;3;4;5;6;7,1,0
408,FTP,Read each item and answer the question: ``How true is this of you?',Most of my life lies ahead of me.,Very untrue: 1;2;3;4;5;6;Very true: 7,0,ftp.4,1;2;3;4;5;6;7,1,0
409,FTP,Read each item and answer the question: ``How true is this of you?',My future seems infinite to me.,Very untrue: 1;2;3;4;5;6;Very true: 7,0,ftp.5,1;2;3;4;5;6;7,1,0
410,FTP,Read each item and answer the question: ``How true is this of you?',I could do anything I want in the future.,Very untrue: 1;2;3;4;5;6;Very true: 7,0,ftp.6,1;2;3;4;5;6;7,1,0
411,FTP,Read each item and answer the question: ``How true is this of you?',There is plenty of time left in my life to make new plans.,Very untrue: 1;2;3;4;5;6;Very true: 7,0,ftp.7,1;2;3;4;5;6;7,1,0
412,FTP,Read each item and answer the question: ``How true is this of you?',I have the sense that time is running out.,Very untrue: 1;2;3;4;5;6;Very true: 7,0,ftp.8,1;2;3;4;5;6;7,1,0
413,FTP,Read each item and answer the question: ``How true is this of you?',There are only limited possibilities in my future.,Very untrue: 1;2;3;4;5;6;Very true: 7,0,ftp.9,1;2;3;4;5;6;7,1,0
414,FTP,Read each item and answer the question: ``How true is this of you?',"As I get older, I begin to experience time as limited.",Very untrue: 1;2;3;4;5;6;Very true: 7,0,ftp.10,1;2;3;4;5;6;7,1,0
415,DOSPERT,"For each of the following statements, please indicate the <strong>likelihood</strong> that you would engage in the described activity or behavior if you were to find yourself in that situation.",Admitting that your tastes are different from those of a friend.,Extremely Unlikely;Moderately Unlikely;Somewhat Unlikely;Not Sure;Somewhat Likely;Moderately Likely;Extremely Likely,0,dospert.1,1;2;3;4;5;6;7,0,0
416,DOSPERT,"For each of the following statements, please indicate the <strong>likelihood</strong> that you would engage in the described activity or behavior if you were to find yourself in that situation.",Going camping in the wilderness.,Extremely Unlikely;Moderately Unlikely;Somewhat Unlikely;Not Sure;Somewhat Likely;Moderately Likely;Extremely Likely,0,dospert.2,1;2;3;4;5;6;7,0,0
417,DOSPERT,"For each of the following statements, please indicate the <strong>likelihood</strong> that you would engage in the described activity or behavior if you were to find yourself in that situation.",Betting a day's income at the horse races.,Extremely Unlikely;Moderately Unlikely;Somewhat Unlikely;Not Sure;Somewhat Likely;Moderately Likely;Extremely Likely,0,dospert.3,1;2;3;4;5;6;7,0,0
418,DOSPERT,"For each of the following statements, please indicate the <strong>likelihood</strong> that you would engage in the described activity or behavior if you were to find yourself in that situation.",Investing 10% of your annual income in a moderate growth diversified fund.,Extremely Unlikely;Moderately Unlikely;Somewhat Unlikely;Not Sure;Somewhat Likely;Moderately Likely;Extremely Likely,0,dospert.4,1;2;3;4;5;6;7,0,0
419,DOSPERT,"For each of the following statements, please indicate the <strong>likelihood</strong> that you would engage in the described activity or behavior if you were to find yourself in that situation.",Drinking heavily at a social function.,Extremely Unlikely;Moderately Unlikely;Somewhat Unlikely;Not Sure;Somewhat Likely;Moderately Likely;Extremely Likely,0,dospert.5,1;2;3;4;5;6;7,0,0
420,DOSPERT,"For each of the following statements, please indicate the <strong>likelihood</strong> that you would engage in the described activity or behavior if you were to find yourself in that situation.",Taking some questionable deductions on your income tax return.,Extremely Unlikely;Moderately Unlikely;Somewhat Unlikely;Not Sure;Somewhat Likely;Moderately Likely;Extremely Likely,0,dospert.6,1;2;3;4;5;6;7,0,0
421,DOSPERT,"For each of the following statements, please indicate the <strong>likelihood</strong> that you would engage in the described activity or behavior if you were to find yourself in that situation.",Disagreeing with an authority figure on a major issue.,Extremely Unlikely;Moderately Unlikely;Somewhat Unlikely;Not Sure;Somewhat Likely;Moderately Likely;Extremely Likely,0,dospert.7,1;2;3;4;5;6;7,0,0
422,DOSPERT,"For each of the following statements, please indicate the <strong>likelihood</strong> that you would engage in the described activity or behavior if you were to find yourself in that situation.",Betting a day's income at a high-stake poker game.,Extremely Unlikely;Moderately Unlikely;Somewhat Unlikely;Not Sure;Somewhat Likely;Moderately Likely;Extremely Likely,0,dospert.8,1;2;3;4;5;6;7,0,0
423,DOSPERT,"For each of the following statements, please indicate the <strong>likelihood</strong> that you would engage in the described activity or behavior if you were to find yourself in that situation.",Having an affair with a married man/woman.,Extremely Unlikely;Moderately Unlikely;Somewhat Unlikely;Not Sure;Somewhat Likely;Moderately Likely;Extremely Likely,0,dospert.9,1;2;3;4;5;6;7,0,0
424,DOSPERT,"For each of the following statements, please indicate the <strong>likelihood</strong> that you would engage in the described activity or behavior if you were to find yourself in that situation.",Passing off somebody else's work as your own.,Extremely Unlikely;Moderately Unlikely;Somewhat Unlikely;Not Sure;Somewhat Likely;Moderately Likely;Extremely Likely,0,dospert.10,1;2;3;4;5;6;7,0,0
425,DOSPERT,"For each of the following statements, please indicate the <strong>likelihood</strong> that you would engage in the described activity or behavior if you were to find yourself in that situation.",Going down a ski run that is beyond your ability.,Extremely Unlikely;Moderately Unlikely;Somewhat Unlikely;Not Sure;Somewhat Likely;Moderately Likely;Extremely Likely,0,dospert.11,1;2;3;4;5;6;7,0,0
426,DOSPERT,"For each of the following statements, please indicate the <strong>likelihood</strong> that you would engage in the described activity or behavior if you were to find yourself in that situation.",Investing 5% of your annual income in a very speculative stock.,Extremely Unlikely;Moderately Unlikely;Somewhat Unlikely;Not Sure;Somewhat Likely;Moderately Likely;Extremely Likely,0,dospert.12,1;2;3;4;5;6;7,0,0
